Input.sentence0,Input.question0,Input.Q0-Name1,Input.Q0-Name2,Input.sentence1,Input.question1,Input.Q1-Name1,Input.Q1-Name2,Input.sentence2,Input.question2,Input.Q2-Name1,Input.Q2-Name2,Input.sentence3,Input.question3,Input.Q3-Name1,Input.Q3-Name2,Input.sentence4,Input.question4,Input.Q4-Name1,Input.Q4-Name2,Input.sentence5,Input.question5,Input.Q5-Name1,Input.Q5-Name2,Input.sentence6,Input.question6,Input.Q6-Name1,Input.Q6-Name2,Input.sentence7,Input.question7,Input.Q7-Name1,Input.Q7-Name2,Input.sentence8,Input.question8,Input.Q8-Name1,Input.Q8-Name2,Input.sentence9,Input.question9,Input.Q9-Name1,Input.Q9-Name2,Answer.Q0,Answer.Q1,Answer.Q2,Answer.Q3,Answer.Q4,Answer.Q5,Answer.Q6,Answer.Q7,Answer.Q8,Answer.Q9,Answer.native
"Emma emailed Isabella because she was told to do so.
",Who was told to do so?,Emma,Isabella,"Emma played  Isabella a recording before she started repeating the sounds.
",Who started repeating the sounds?,Emma,Isabella,"Emma told Olivia that Morgan excited her.
",Who did Morgan excite?,Emma,Olivia,"Noah made a phone call to  Jacob because he wanted to get some suggestions.
",Who wanted to get some suggestions?,Noah,Jacob,"Noah told Mason that Morgan encouraged him.
",Who did Morgan encourage?,Noah,Mason,"Noah pinged Jacob because he has a conference next week.
",Who has a conference next week?,Noah,Jacob,"Noah wrote a letter to Jacob because he is leaving the town next week.
",Who is leaving the town next week?,Noah,Jacob,"Noah sent a message to Jacob because he has an interview tomorrow.
",Who has an interview tomorrow?,Noah,Jacob,"Emma wrote to Isabella because she has a conference next week.
",Who has a conference next week?,Emma,Isabella,"Emma called Isabella because she has an exam tomorrow.
",Who has an exam tomorrow?,Emma,Isabella,def-Q0-Name1,Ambiguous,prob-Q2-Name1,Ambiguous,prob-Q4-Name1,Ambiguous,Ambiguous,Ambiguous,Ambiguous,Ambiguous,yes
"Emma emailed Isabella because she was told to do so.
",Who was told to do so?,Emma,Isabella,"Emma played  Isabella a recording before she started repeating the sounds.
",Who started repeating the sounds?,Emma,Isabella,"Emma told Olivia that Morgan excited her.
",Who did Morgan excite?,Emma,Olivia,"Noah made a phone call to  Jacob because he wanted to get some suggestions.
",Who wanted to get some suggestions?,Noah,Jacob,"Noah told Mason that Morgan encouraged him.
",Who did Morgan encourage?,Noah,Mason,"Noah pinged Jacob because he has a conference next week.
",Who has a conference next week?,Noah,Jacob,"Noah wrote a letter to Jacob because he is leaving the town next week.
",Who is leaving the town next week?,Noah,Jacob,"Noah sent a message to Jacob because he has an interview tomorrow.
",Who has an interview tomorrow?,Noah,Jacob,"Emma wrote to Isabella because she has a conference next week.
",Who has a conference next week?,Emma,Isabella,"Emma called Isabella because she has an exam tomorrow.
",Who has an exam tomorrow?,Emma,Isabella,def-Q0-Name1,def-Q1-Name1,def-Q2-Name1,def-Q3-Name1,def-Q4-Name1,Ambiguous,Ambiguous,Ambiguous,Ambiguous,Ambiguous,yes
"Emma emailed Isabella because she was told to do so.
",Who was told to do so?,Emma,Isabella,"Emma played  Isabella a recording before she started repeating the sounds.
",Who started repeating the sounds?,Emma,Isabella,"Emma told Olivia that Morgan excited her.
",Who did Morgan excite?,Emma,Olivia,"Noah made a phone call to  Jacob because he wanted to get some suggestions.
",Who wanted to get some suggestions?,Noah,Jacob,"Noah told Mason that Morgan encouraged him.
",Who did Morgan encourage?,Noah,Mason,"Noah pinged Jacob because he has a conference next week.
",Who has a conference next week?,Noah,Jacob,"Noah wrote a letter to Jacob because he is leaving the town next week.
",Who is leaving the town next week?,Noah,Jacob,"Noah sent a message to Jacob because he has an interview tomorrow.
",Who has an interview tomorrow?,Noah,Jacob,"Emma wrote to Isabella because she has a conference next week.
",Who has a conference next week?,Emma,Isabella,"Emma called Isabella because she has an exam tomorrow.
",Who has an exam tomorrow?,Emma,Isabella,def-Q0-Name1,prob-Q1-Name1,def-Q2-Name1,def-Q3-Name1,def-Q4-Name1,prob-Q5-Name1,prob-Q6-Name1,prob-Q7-Name1,prob-Q8-Name1,prob-Q9-Name1,yes
"Noah pinged Jacob because he wanted to get some suggestions.
",Who wanted to get some suggestions?,Noah,Jacob,"Emma told Isabella that she visited their colleague.
",Who visited their colleague?,Emma,Isabella,"Noah told Jacob that the client deified him.
",Who did the client deify?,Noah,Jacob,"Noah sent Jacob some roses before he left the celebration.
",Who left the celebration?,Noah,Jacob,"Noah told Jacob that he reminded their colleague.
",Who reminded their colleague?,Noah,Jacob,"Noah pinged Jacob because he is leaving the town next week.
",Who is leaving the town next week?,Noah,Jacob,"Noah gave Jacob a pencil after he asked for something to write with.
",Who asked for something to write with?,Noah,Jacob,"Noah taught Jacob skiing after he took another leave.
",Who took another leave?,Noah,Jacob,"Noah told Jacob that he scolded their colleague.
",Who scolded their colleague?,Noah,Jacob,"Noah told Jacob that he bewildered their colleague.
",Who bewildered their colleague?,Noah,Jacob,prob-Q0-Name1,def-Q1-Name1,Ambiguous,Ambiguous,def-Q4-Name1,Ambiguous,def-Q6-Name2,Ambiguous,prob-Q8-Name1,prob-Q9-Name1,yes
"Noah pinged Jacob because he wanted to get some suggestions.
",Who wanted to get some suggestions?,Noah,Jacob,"Emma told Isabella that she visited their colleague.
",Who visited their colleague?,Emma,Isabella,"Noah told Jacob that the client deified him.
",Who did the client deify?,Noah,Jacob,"Noah sent Jacob some roses before he left the celebration.
",Who left the celebration?,Noah,Jacob,"Noah told Jacob that he reminded their colleague.
",Who reminded their colleague?,Noah,Jacob,"Noah pinged Jacob because he is leaving the town next week.
",Who is leaving the town next week?,Noah,Jacob,"Noah gave Jacob a pencil after he asked for something to write with.
",Who asked for something to write with?,Noah,Jacob,"Noah taught Jacob skiing after he took another leave.
",Who took another leave?,Noah,Jacob,"Noah told Jacob that he scolded their colleague.
",Who scolded their colleague?,Noah,Jacob,"Noah told Jacob that he bewildered their colleague.
",Who bewildered their colleague?,Noah,Jacob,def-Q0-Name1,def-Q1-Name1,Ambiguous,Ambiguous,prob-Q4-Name1,Ambiguous,def-Q6-Name2,Ambiguous,prob-Q8-Name1,prob-Q9-Name1,yes
"Noah pinged Jacob because he wanted to get some suggestions.
",Who wanted to get some suggestions?,Noah,Jacob,"Emma told Isabella that she visited their colleague.
",Who visited their colleague?,Emma,Isabella,"Noah told Jacob that the client deified him.
",Who did the client deify?,Noah,Jacob,"Noah sent Jacob some roses before he left the celebration.
",Who left the celebration?,Noah,Jacob,"Noah told Jacob that he reminded their colleague.
",Who reminded their colleague?,Noah,Jacob,"Noah pinged Jacob because he is leaving the town next week.
",Who is leaving the town next week?,Noah,Jacob,"Noah gave Jacob a pencil after he asked for something to write with.
",Who asked for something to write with?,Noah,Jacob,"Noah taught Jacob skiing after he took another leave.
",Who took another leave?,Noah,Jacob,"Noah told Jacob that he scolded their colleague.
",Who scolded their colleague?,Noah,Jacob,"Noah told Jacob that he bewildered their colleague.
",Who bewildered their colleague?,Noah,Jacob,def-Q0-Name1,def-Q1-Name1,def-Q2-Name1,def-Q3-Name1,def-Q4-Name1,def-Q5-Name1,def-Q6-Name2,def-Q7-Name2,def-Q8-Name1,$def-Q9-Name1,yes
"Noah wrote a letter to Jacob because he is travelling abroad tomorrow.
",Who is travelling abroad tomorrow?,Noah,Jacob,"Emma told Isabella that the client calmed her.
",Who did the client calm?,Emma,Isabella,"Emma sent Isabella the report before she reminded him to submit one.
",Who reminded him to submit one?,Emma,Isabella,"Noah sent a message to Jacob because he is travelling abroad tomorrow.
",Who is travelling abroad tomorrow?,Noah,Jacob,"Emma told Isabella that the client distracted her.
",Who did the client distract?,Emma,Isabella,"Emma handed Isabella a letter after she arrived at the award ceremony.
",Who arrived at the award ceremony?,Emma,Isabella,"Noah told Jacob that he dishonoured their colleague.
",Who dishonoured their colleague?,Noah,Jacob,"Noah asked Jacob a question after he went to the conference.
",Who went to the conference?,Noah,Jacob,"Emma told Isabella that the client concerned her.
",Who did the client concern?,Emma,Isabella,"Emma told Isabella that the client alarmed her.
",Who did the client alarm?,Emma,Isabella,Ambiguous,def-Q1-Name1,prob-Q2-Name1,Ambiguous,def-Q4-Name1,Ambiguous,prob-Q6-Name2,prob-Q7-Name1,def-Q8-Name1,$def-Q9-Name1,yes
"Noah wrote a letter to Jacob because he is travelling abroad tomorrow.
",Who is travelling abroad tomorrow?,Noah,Jacob,"Emma told Isabella that the client calmed her.
",Who did the client calm?,Emma,Isabella,"Emma sent Isabella the report before she reminded him to submit one.
",Who reminded him to submit one?,Emma,Isabella,"Noah sent a message to Jacob because he is travelling abroad tomorrow.
",Who is travelling abroad tomorrow?,Noah,Jacob,"Emma told Isabella that the client distracted her.
",Who did the client distract?,Emma,Isabella,"Emma handed Isabella a letter after she arrived at the award ceremony.
",Who arrived at the award ceremony?,Emma,Isabella,"Noah told Jacob that he dishonoured their colleague.
",Who dishonoured their colleague?,Noah,Jacob,"Noah asked Jacob a question after he went to the conference.
",Who went to the conference?,Noah,Jacob,"Emma told Isabella that the client concerned her.
",Who did the client concern?,Emma,Isabella,"Emma told Isabella that the client alarmed her.
",Who did the client alarm?,Emma,Isabella,prob-Q0-Name1,def-Q1-Name1,prob-Q2-Name2,prob-Q3-Name2,def-Q4-Name1,def-Q5-Name1,def-Q6-Name2,prob-Q7-Name2,def-Q8-Name1,$def-Q9-Name1,yes
"Noah wrote a letter to Jacob because he is travelling abroad tomorrow.
",Who is travelling abroad tomorrow?,Noah,Jacob,"Emma told Isabella that the client calmed her.
",Who did the client calm?,Emma,Isabella,"Emma sent Isabella the report before she reminded him to submit one.
",Who reminded him to submit one?,Emma,Isabella,"Noah sent a message to Jacob because he is travelling abroad tomorrow.
",Who is travelling abroad tomorrow?,Noah,Jacob,"Emma told Isabella that the client distracted her.
",Who did the client distract?,Emma,Isabella,"Emma handed Isabella a letter after she arrived at the award ceremony.
",Who arrived at the award ceremony?,Emma,Isabella,"Noah told Jacob that he dishonoured their colleague.
",Who dishonoured their colleague?,Noah,Jacob,"Noah asked Jacob a question after he went to the conference.
",Who went to the conference?,Noah,Jacob,"Emma told Isabella that the client concerned her.
",Who did the client concern?,Emma,Isabella,"Emma told Isabella that the client alarmed her.
",Who did the client alarm?,Emma,Isabella,prob-Q0-Name2,def-Q1-Name1,prob-Q2-Name1,prob-Q3-Name1,def-Q4-Name1,def-Q5-Name2,def-Q6-Name2,prob-Q7-Name2,def-Q8-Name1,$def-Q9-Name1,yes
"Emma emailed Isabella because she has a conference next week.
",Who has a conference next week?,Emma,Isabella,"Noah made a phone call to  Jacob because he is leaving the town next week.
",Who is leaving the town next week?,Noah,Jacob,"Noah told Mason that Morgan misunderstood him.
",Who did Morgan misunderstand?,Noah,Mason,"Emma emailed Isabella because she wanted to apologize.
",Who wanted to apologize?,Emma,Isabella,"Noah lent Jacob the book after he asked him a few questions.
",Who asked him a few questions?,Noah,Jacob,"Emma taught Isabella how to shop for the cheapest books before she asked for instructions.
",Who asked for instructions?,Emma,Isabella,"Emma emailed Isabella because she wanted to share some updates.
",Who wanted to share some updates?,Emma,Isabella,"Emma told Isabella that she emboldened their colleague.
",Who emboldened their colleague?,Emma,Isabella,"Noah told Jacob that he thanked their colleague.
",Who thanked their colleague?,Noah,Jacob,"Emma told Olivia that she debated with Morgan.
",Who debated with Morgan?,Emma,Olivia,prob-Q0-Name1,prob-Q1-Name1,def-Q2-Name2,def-Q3-Name1,def-Q4-Name1,def-Q5-Name2,def-Q6-Name1,prob-Q7-Name2,def-Q8-Name1,$def-Q9-Name1,yes
"Emma emailed Isabella because she has a conference next week.
",Who has a conference next week?,Emma,Isabella,"Noah made a phone call to  Jacob because he is leaving the town next week.
",Who is leaving the town next week?,Noah,Jacob,"Noah told Mason that Morgan misunderstood him.
",Who did Morgan misunderstand?,Noah,Mason,"Emma emailed Isabella because she wanted to apologize.
",Who wanted to apologize?,Emma,Isabella,"Noah lent Jacob the book after he asked him a few questions.
",Who asked him a few questions?,Noah,Jacob,"Emma taught Isabella how to shop for the cheapest books before she asked for instructions.
",Who asked for instructions?,Emma,Isabella,"Emma emailed Isabella because she wanted to share some updates.
",Who wanted to share some updates?,Emma,Isabella,"Emma told Isabella that she emboldened their colleague.
",Who emboldened their colleague?,Emma,Isabella,"Noah told Jacob that he thanked their colleague.
",Who thanked their colleague?,Noah,Jacob,"Emma told Olivia that she debated with Morgan.
",Who debated with Morgan?,Emma,Olivia,Ambiguous,Ambiguous,Ambiguous,def-Q3-Name1,prob-Q4-Name2,def-Q5-Name2,prob-Q6-Name1,Ambiguous,def-Q8-Name1,$def-Q9-Name1,yes
"Emma emailed Isabella because she has a conference next week.
",Who has a conference next week?,Emma,Isabella,"Noah made a phone call to  Jacob because he is leaving the town next week.
",Who is leaving the town next week?,Noah,Jacob,"Noah told Mason that Morgan misunderstood him.
",Who did Morgan misunderstand?,Noah,Mason,"Emma emailed Isabella because she wanted to apologize.
",Who wanted to apologize?,Emma,Isabella,"Noah lent Jacob the book after he asked him a few questions.
",Who asked him a few questions?,Noah,Jacob,"Emma taught Isabella how to shop for the cheapest books before she asked for instructions.
",Who asked for instructions?,Emma,Isabella,"Emma emailed Isabella because she wanted to share some updates.
",Who wanted to share some updates?,Emma,Isabella,"Emma told Isabella that she emboldened their colleague.
",Who emboldened their colleague?,Emma,Isabella,"Noah told Jacob that he thanked their colleague.
",Who thanked their colleague?,Noah,Jacob,"Emma told Olivia that she debated with Morgan.
",Who debated with Morgan?,Emma,Olivia,Ambiguous,def-Q1-Name1,prob-Q2-Name1,def-Q3-Name1,Ambiguous,prob-Q5-Name1,def-Q6-Name1,def-Q7-Name2,def-Q8-Name1,$def-Q9-Name1,yes
"Emma rented Isabella a graduation gown after she missed the deadline for placing the order.
",Who missed the deadline for placing the order?,Emma,Isabella,"Emma scheduled a meeting with Isabella because she has an exam tomorrow.
",Who has an exam tomorrow?,Emma,Isabella,"Emma emailed Isabella because she is flying abroad soon.
",Who is flying abroad soon?,Emma,Isabella,"Emma wrote to Isabella because she had a story to tell.
",Who had a story to tell?,Emma,Isabella,"Emma told Olivia that Morgan resented her.
",Who did Morgan resent?,Emma,Olivia,"Emma baked Isabella some banana bread before she said that he wanted some.
",Who said that he wanted some?,Emma,Isabella,"Emma told Isabella that she misdirected their colleague.
",Who misdirected their colleague?,Emma,Isabella,"Emma told Sophia that she humiliated Tristan.
",Who humiliated Tristan?,Emma,Sophia,"Noah told Mason that he cursed Morgan.
",Who cursed Morgan?,Noah,Mason,"Noah sent a message to Jacob because he has a conference next week.
",Who has a conference next week?,Noah,Jacob,prob-Q0-Name1,prob-Q1-Name2,prob-Q2-Name1,prob-Q3-Name1,prob-Q4-Name2,Ambiguous,prob-Q6-Name1,prob-Q7-Name1,def-Q8-Name1,prob-Q9-Name1,yes
"Emma rented Isabella a graduation gown after she missed the deadline for placing the order.
",Who missed the deadline for placing the order?,Emma,Isabella,"Emma scheduled a meeting with Isabella because she has an exam tomorrow.
",Who has an exam tomorrow?,Emma,Isabella,"Emma emailed Isabella because she is flying abroad soon.
",Who is flying abroad soon?,Emma,Isabella,"Emma wrote to Isabella because she had a story to tell.
",Who had a story to tell?,Emma,Isabella,"Emma told Olivia that Morgan resented her.
",Who did Morgan resent?,Emma,Olivia,"Emma baked Isabella some banana bread before she said that he wanted some.
",Who said that he wanted some?,Emma,Isabella,"Emma told Isabella that she misdirected their colleague.
",Who misdirected their colleague?,Emma,Isabella,"Emma told Sophia that she humiliated Tristan.
",Who humiliated Tristan?,Emma,Sophia,"Noah told Mason that he cursed Morgan.
",Who cursed Morgan?,Noah,Mason,"Noah sent a message to Jacob because he has a conference next week.
",Who has a conference next week?,Noah,Jacob,prob-Q0-Name2,def-Q1-Name2,prob-Q2-Name2,prob-Q3-Name2,prob-Q4-Name2,def-Q5-Name2,prob-Q6-Name1,prob-Q7-Name1,def-Q8-Name1,prob-Q9-Name2,yes
